Sentiment,Text
1,"@bjolena Glad to hear your day went well  Mine was pretty relaxing, got to hang with family...slept in also ;)"
0,@bjornkri Sorry for the delay on that. Still haven't figured out why you &amp; two others didn't get the e-mail. 
1,"@bjornlee great meeting you too, mate! yeah, didn't get the chance to chat with you. next trip, then  awesome event, btw."
0,"@bjoshpe more taxes, of course   always more."
1,@BJP69 yes wasn't it awesome 
1,@BJpickleman - I have been praying all day. 
1,@BJpickleman Nope. We were sitting in a booth. Maybe I'm just getting old. 
0,@bjr_815 lol!! I wish we got a mark though  haha
1,@bjr70 I'll check him out thanks 
1,"@bjritter As much as I want to save money, sometimes you need to look professional as well. "
0,@bjrn1101 Wish I could be there!  Work in 6 hours 
1,@BJ's wit tha fam bam. whew..they work my nerves..but this food is hittin all my spots 
1,"@BJscrubs haha  O, it is all gravy baby! "
1,"@bjshively me? I'm working non-stop this summer on my new venture in the @dreamitventures program in Philly. Very busy, but tons of fun "
1,@Bjthoughts got wed.&amp; thurs. off  maybe next week or I go tell geno808 to stop by and help. I think the vacum is broken.
1,@bjwysoske I do own it! I was the one that told you to watch it the first time 
0,"@bjyork ugh, I know, tell me about it!  They just don't know how to get runs!  "
0,"@bjyork wow what a sad, scary, yet eerily realistic dream! "
0,"@bk_brown, that is very true. I'm very excited to move to Florida, but like you &amp; Columbus, I'm going to miss my cats like no other. "
0,@BK_II Aw I'm sorry  Feel free to gimme a shout if you need someone to chat with.. I'll prob be around most of the day. x
1,"@bk09 You are probably very interesting in real life. Just a guess, but I'll give you the benefit of the doubt. "
1,@bkaholicpr lol!  its all good.  i'm over it.  you need to re-add us though!     http://bit.ly/dVb40
1,@bkaholicpr Nice new profile pic 
1,@BkBap  whaddup bab?  whats been good?
1,@bkbap been consulting and been fall on deaf ears.  Is the king allowed to leave his throne? 
1,@BkBap LMAO!!! we'll need all day disclaimers now 
0,"@bkclubcare Twitterfox hasn't been showing my @ replied for some reason  A belated thank you, Care! I'll definitely be following your tips"
0,@BKCyclones got 2 spares for tonight .... 
0,"@bkenny oh no, I'm sure we could swap it down here "
1,"@bkenny we'll have dinner some day in The italian connection in Carlow, they serve it "
1,@bkfinest252 No problem I needed to 2 
1,@bkfstattiffanys you'll have to tell me all about it! 
1,@bkGirlFriday : I can't watch MTV it makes me crazy ;) maybe cause I'm OLD  http://myloc.me/2TuK
0,"@bkGirlFriday hahahahaha i just read this tweep. I know, i know, i always say that but i still no mo car  stalk away though lol."
1,@bkGirlFriday It's a deal 
0,@bkGirlFriday me too! The pictures are taking FOREVER to get email to me  bummer! http://twitpic.com/7e43z
1,@bkGirlFriday Of course! But that is not really what I meant. It was a Seinfeld reference to your sneeze. Not a good one I guess. 
1,@bkGirlFriday thanks! You're the first one to wish me a happy mother's day 
1,@bkGirlFriday were the ppl in the next store watching him thru a 2-way mirror? 
0,@bkGirlFriday yeah i just gotta figure out how im going to do my music playlist with out killing my servers bandwidth 
1,@bkGirlFriday you're welcome. Ninjas gotta help each other out! 
0,@bkilat are you in lawrence?  i was just down on mass!  sorry i missed you   you should come to marley &amp; me outdoor movie next fri!
1,"@bkittysd LOL! Oh yeah, I need that!   http://bit.ly/LyKgG"
1,@bkjones I'm so glad you liked the pizza!!!  It's a very different kind in Chicago compared to east coast.  
0,@bkk_events .. enough with the automotive parts already 
0,"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too. "
1,@BKLYN_BBACH lol it makes u a great son for tryin n her a great mother for givin u an A for effort! 
0,@bklynbeauty04 have we given any thought to pushing the date back/forward a week?  the show can't go on without me 
1,@bklynchick  who'd ya hit?  
1,"@Bklyncookie - it's in my top five, so yeah, I expect a full report. "
0,@Bklyncookie I know so many people who look at me....inferiorly....when I use a non-iPhone  lol
1,"@bklynfarmhouse With enough emails, I'm confident it will happen, but I think I'll wait until the official word! "
0,@bklynkisses06 @haay_catherine its great that they're getting airplay but  that song
1,@bklynmade great advice. i need to take it 
0,"@bklynmade not at all - bookcase is still in box, as the side panel is broken "
1,@BklynRunner gotta be an early dinner tonight.. group ride tonight if i can beat the traffic 
1,@bkmacdaddy family time is great! I'm glad you're all together  how's her team going? what does your son &quot;specialise&quot; in?
1,@bkmacdaddy hehe  nice way of looking at it...
1,@bkmacdaddy no problem feed us tweep friends 
1,@bkmacdaddy Well knowing that made mine... so we're even. 
1,@bkmacdaddy who i do have to screw to get on this hot twit list? your hot wife?! just kidding  good morning &amp; power to the #positiveposse
1,@bkmcae you got this. You need a definition of SM or anything? 
1,@BKMS4life thx for following 
1,"@BKMS4life you're welcome, all your drawings are awesome. "
1,@bkorona love the new pic 
1,@bkorzeniewski thank you for correcting me! it's www.bing.com   althought bling.com sounds so much better! 
1,"@bkronlein i love how you finish my sentences, or lyrics? Idk but its cute "
0,@bkstacey is still working 
0,@bktassava I am lost. Please help me find a good home. 
0,"@bktemptress me to girl, me freaking too "
1,@bkwrm108 sure thing 
0,@BKZeta oh and I won't be at the step shopw sat either. Hey when will I see you again?! 
0,@bkzflyygirl I missed service cuz I got drunk last night...sorry 
0,@bkzflyygirl my inbox is empty 
0,@bkzzang eww I hate it. The downside of the low rise jeans  (via @xoxoJL) 그나마 T를 안 입어서 다행�?�듯.. 너무 편하게 입는듯.. 여기는... &gt;_&lt;
0,@bkzzang people from seagate will come and pick up the hdd. if firmware problem they can restore data but if not then no luck 
0,@Bl_Cass Come back 
0,"@BL3SS don't call leslie a quore, that's ours. "
0,@BL3SS wait...no for what? No you don't wanna screw rj...or no I can't screw Taylor? 
0,@Bl4ckw0lf awwww. What happened in your past? 
1,@Bl4ckW0lf I think you're good. No surfin' while intoxicated or naked statutes (yet) that I'm aware of. 
0,"@blaaaanche nothing. trying to eat. haha. but too bummed about yesterday, that's why i still can't.  i REALLY wanted to see him up close.."
0,"@Blabbrmouth That's the dilemma! huhu!  Well MAYBE if I get an MBP I'll be like, totally motivated (omg!) to make a million bucks."
0,"@Blabbrmouth You totally made me hungry, too. Now I'm craving four-cheese pizza AND prosciutto. "
0,@blabbyx3 AW.  that sucks.
1,@blablabla18 ... said the girl who cried her eyes out in the song festival! 
1,"@BlacB When a book opens = *contiguous* spread, when XO-2 opens = two *separate* screens: huge difference in content display. Just sayin' "
0,@Black_Ashes too right. i spent ages reinstalling PC suite  may get an iPhone next - if the rumours of the new model are true.
0,@black_buzzer One of my kids knocked over my motorcycle and it hit a neighbours car. I have to pay for the damage. Bit arguements too 
0,"@Black_Cats_Foll You're lucky, it's raining rigth now here, which makes more sad after @RalfTheHamster went to the bridge "
1,"@black_currant seattle is awesome, lol. there's been amazing weather the past week "
0,@Black_Ink_In_Me Where are you??? 
0,"@Black_orphanann Yeah... I'm in the office... a lot....   But if you asked those who are looking they would say, &quot;He's never here!&quot;"
1,@Black_Panter cool 
0,@black_ty doesnt look like nothin goin on  wack azz lansing! lol
1,@black67porsche Yea baby 
0,@BlackAddler GRR! They still dont know whats wrong with my PC 
1,@BlackandItalian Guess wht I've never done put music on phone I don't even know where 2 start &amp; guess what else I lost my Ipod no lol no 
0,@blackanditalian too bad i cant say that  lol are u in BG?
0,@BlackaRicanMa @breedimetria Where's my dinner invitation? 
0,@BlackaRicanMa You should've went to House in Underground. That place be packed every Friday! Sorry boo boo. 
1,@blackaristocrat No hints! I equally love them all.  Thanks though!!
0,"@blackbangs LOL, but not alone. "
1,@blackbarbie757 tell mrs. tammy i said hey 
0,@blackbarbie86 sorry u feel that way    walking away aint easy...
1,@BLACKBARBiiE88 they actually came out even better than usual  imma make em like that from nowon!
1,@blackbarby1  im working on that now 
0,@BlackBeauty85 my picture won't upload PAC 
1,@BlackBerry74 I feel it would apply to anyone 
0,@Blackberrygirl7 thank u I will - poor thing can't go 2 her last day of school 2day 
1,@Blackberrytheme absolutely - what is a summer blockbuster flick without a BlackBerry theme to go along with it? 
1,@blackbettybklyn can you book me for sometimes in july or august? www.myspace.com/iyadede www.youtube.com/siyadede 
0,@blackbirdcorner  yes yes it is 
0,@blackbirdcorner typewriter action is limited on my front  I did find a sewing machine today in hard rubbish collection tho
1,@blackbirdrose david archuleta is the best singer ever &lt;3 and he was the runner up on season 7 of american idol 
1,"@blackbirdsings I'm sure you won't need it, but good luck with TSL! "
0,@blackbiscuits nothing is significant to me! 
0,@blackbottoms  no picture 
1,@BlackBoxBelfast Who is Neill and was it true? 
1,"@BlackburnChat Considering I see Grenada's best player coached by a Liverpool legend every week, I'll pass, thanks "
1,@blackcabsession @tonyhawk gave you (much deserved) props 
0,@blackcalalilly sorry for beating u!  lol
1,@blackcard718 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,@blackcardkwa haha maybe thanx for the luck! 
1,@BlackCat_Saya Arigatou 4 following !!!!  
1,@BlackCat_Saya sry anne but d net isnt installed yet since d furnishing wrk of ma house is still going on... hope u understand... 
1,"@blackcatboy sure  i've g0t l0ads. try the bands FM Static, New Found Glory, a Change of Pace and Yellowcard. My fave rock bands at the mo"
1,@BlackCaterina hehe you're really kind  well just give everyone u know the link to our myspace/youtube stuff. thx thx thx!!!
1,@BlackConfetti I like it 
1,@Blackcountrymon yeah welcome back.. tho not been on much myself really but did miss reading what you had to eat 
0,@BlackCrush Do you have tickets ? )))) I wanna go with friends. 
0,"@blackdarkness51 Oh, that sucks  I'll try and get ahold of some myself then!"
0,"@blackdarkness51 You should come with me then, because I have an extra tickets, but no one wants to go with me "
1,@BlackDeezull becuz ur tryin to be like me 
0,"@BlackenAmbaa Someone reversed into me in a car-park in Bristol they shouted abuse at me, scruffle &gt; Court "
0,@blackenedsky guessed as much. yeah almost as confused as i get when i can't figure out why my cat won't answer me 
0,@BlackestRayne me too. Gotta make money while I can though 
1,@BlackEyeDesign Sure  But of you want beer you'll have to bring it. Miss you already.
0,@BlackEyedGurl i'll give you the same advice i gave @scath : drink heavily to take the edge off. sorry you're hurting so bad 
1,@Blackfang15  U should follow him - is a great gay ! he helps me with my bad english 
0,"@blackfilipino Sorry, not this round "
1,@blackfonzie was @painternik doing any hallucinatory drugs in SD? ;). Just wondering... 
1,@blackgrapes  This one for you  ♫ http://blip.fm/~7ppe6
0,"@blackhatchat Watch out! You may have been hacked, buddy "
0,@blackHeart21Red raining here   have a good  day
1,@BlackHeartWhore BB!  haha Town? Xo
1,@BlackHeartWhore i will indeed  what you up to for the day? xoxo
1,@Blackhorse i have no idea what to do if the buzzard actually attacks. duck and cover? 
1,@BLaCkitaLiaNa7 ay uuuu  happy mothers day 
1,@Blackittyblack 
1,"@blackjack69n random ITEE lab talk, you know how it is. "
1,"@BlackJackBaby yes, #latenightcereal! it's ON! Have a good day at work love "
1,"@BlackjackVT Whoa, 5 times in just a week - you�re on a roll  #EMailScam"
1,@blackjkspollock @Artomatcarol  Do you ever go? // It's been a couple years. Drive by it often...just not in. ;-)  My son frequents it. 
